f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30
1.1458765,-0.4743282,0.34980953,0.40474182,0.6042403,0.02266488,-1.5287355,-0.5182719,-0.10183786,0.25086543,-1.5361861,0.034310162,1.1491747,2.0455143,0.6384306,-0.96836454,-1.6817113,1.4299154,-1.839243,-1.514485,-1.1861253,-1.4015684,0.51112515,1.2449104,-1.3933554,1.4670023,0.60357314,-0.5027217,-1.0055114,0.14335728
0.87233686,-1.2136216,-0.7314762,0.9088691,0.13157213,-0.2936204,-1.753475,-1.2110875,-0.783978,-0.98768485,0.8373395,0.30797556,1.6362811,1.2561498,0.42359325,-1.6775944,-0.6041103,-0.06568384,-2.5469413,-1.0468075,-0.11277828,-1.4127489,1.2271988,1.2015326,-0.84963566,-0.09089723,0.31839773,-0.26157457,-1.4213315,0.2966222
-0.16439769,-0.028162815,0.78296196,-0.3479122,1.5729412,-0.034377,-2.014875,-2.0950532,-0.5304493,-1.1320561,0.24317513,0.8147754,1.1940295,1.6271791,-0.9080027,-2.6486847,-1.2212886,1.607415,-1.0274049,-1.7006019,0.090957254,-0.65292335,1.3915124,0.4465704,-1.2351106,0.818872,0.6480238,0.77372617,-1.0227522,0.12334381
-0.38783726,-0.058211733,0.7016789,-1.0207834,0.44391757,0.71722853,-2.2151413,-1.9762294,0.20648395,-1.2547804,0.2931983,1.2313397,0.40979034,1.7569561,-1.4591023,-2.269249,-0.5527683,1.164995,-1.58036,-1.6540515,0.06286202,-1.0638582,1.1706386,0.80805695,-0.7614946,1.2417103,1.3255417,0.36310905,-1.834664,-0.30617225
0.9230586,0.65761316,0.35074425,-0.52184117,0.7559634,0.8977563,-1.3257082,-1.2878948,-1.6937069,-2.7172675,0.73612285,0.49266258,-0.9137051,-0.08959055,-1.5340161,-2.2229483,-0.61998916,0.46463117,-1.9826503,-1.6934352,-0.21887958,-0.9532949,0.8963715,1.7602861,-1.1706553,0.48259604,-0.21217567,0.40176862,-2.3144982,0.18637095
0.891598,-0.37205935,-0.33033627,-0.9916132,2.1777248,-0.41827714,-2.2183743,-1.6868613,-0.048921824,-1.5622754,0.81943524,0.6801068,0.6502632,1.5610666,-1.5634636,-1.8555986,-0.42585483,2.2381377,-1.1647648,-1.2002184,-0.33426425,-2.0736668,0.65896887,-0.41783017,-0.92777044,0.8703368,0.7006269,0.65997225,-1.0440118,0.7057232
1.5656052,0.040289976,-0.70431453,-1.438393,1.7877684,-0.1242599,-1.7469631,-1.9671223,-0.72075224,-1.8095862,0.17281094,0.20025712,0.438044,0.8686179,-1.2100765,-1.4054357,-0.22065258,1.3519982,-1.3901145,-0.99204123,-0.13479793,-1.6965873,0.21437515,1.2913041,-1.2338045,-0.5215435,0.27340895,0.18290947,-1.8402653,0.42995244
1.5199727,-0.37189224,-0.22293095,-0.29584312,0.041475855,1.8757691,-1.7326915,-0.44623107,-0.69174266,-1.7107469,-0.7171702,-0.46839395,0.5289452,-0.16133168,-0.5093255,-1.846243,-0.21123359,0.8970502,-1.6575972,-1.780499,-0.56392574,-0.07793514,1.0058639,-0.036393434,-0.7853364,1.0261773,0.68851405,0.79808956,-1.9788078,1.3968619
-0.062424004,-0.12452431,0.52724236,-1.1418494,0.7114032,0.74919415,-2.0312183,-1.3162603,-1.4078887,-1.5874894,0.10420685,-0.22025836,1.1023743,0.57277685,-0.7453727,-1.8199054,-0.50219804,0.051737398,-1.8509768,-1.6954837,-0.07523256,-1.5247879,1.8926294,0.31797305,-1.439921,-0.19065759,0.18534502,0.14059816,-1.5497679,0.75564164
1.0999386,-0.22289783,0.5144938,-0.14390974,0.26838452,1.143707,-0.61593544,0.19848053,0.986989,1.1065649,-1.6067628,-1.7370262,0.74008906,1.2164464,1.1006086,-0.7365527,-1.4699658,0.720001,-1.8457756,-1.7177938,0.14325252,-0.43471354,0.06491259,-1.040277,-0.4522307,1.4552528,0.65822303,1.0025877,-1.4073931,0.53915834
0.42400184,0.021510191,0.22240745,-0.3063231,0.9258126,1.3581319,-1.5245353,-1.107853,-0.6838913,-2.8845677,0.25304642,0.28318772,-0.6970732,0.3362878,-0.92063886,-2.2558365,-0.56953645,0.54139006,-2.3126028,-1.9281124,-0.13895205,-0.98714375,1.842757,0.39093697,-1.5710664,0.90755606,0.10600231,0.70973176,-1.5369682,0.33742833
0.67475724,-0.4841082,-0.15121192,-0.6352074,1.5044466,-0.18395983,-1.7237858,-1.7579335,-0.9217396,-1.5749651,1.1172086,0.97372603,-0.24494687,1.6310179,-2.1606998,-2.9086204,-0.42695606,1.6743977,-1.9331264,-1.1919373,0.074705124,-0.9871795,0.3668128,1.353595,-0.8537503,0.52757454,-0.13248295,-0.05008039,-1.4199381,0.6890339
1.1749322,-0.9120029,0.022884868,-1.141188,0.3724627,1.5931119,-1.3895361,-0.9638349,-1.0538702,-1.7761593,-0.5144144,-0.89212525,-0.10403547,0.34554195,-0.17657909,-1.2580972,-1.0895467,0.4139502,-2.3930795,-2.0522225,0.14377849,-2.0604544,1.5809684,1.2823622,-1.7155063,-0.4758276,0.47863585,-0.025649294,-1.376563,0.33173448
1.237139,-0.9033603,-1.0219251,-0.46056938,0.12380795,0.58634037,-2.1725352,-1.6089017,-0.95778704,-2.166165,0.9246782,-0.167896,1.0591577,0.043055236,-0.38035718,-2.4245915,-0.22746885,0.16825746,-1.2897259,-1.9016479,-0.1779499,-0.6388185,1.6743884,-0.31896895,-1.1157738,0.62897974,0.38010797,0.7724203,-1.0198447,0.64562446
1.9060023,-0.08717687,-1.7445769,-0.044881552,1.1490014,-0.12349356,-2.5305388,-1.0651555,-0.279246,-0.974051,-0.3950547,0.042393878,1.1986828,1.8498914,0.32785913,-1.1375457,-0.979213,1.6634829,-1.716143,-1.7995948,0.31700775,-1.6431282,1.1633894,1.2410094,0.27860633,0.4530425,0.8244376,0.26674318,-2.1526406,-0.33190376
0.102703914,0.12768006,0.4946013,0.24034621,0.49231488,1.9379122,-2.139051,-0.98824704,-0.7559271,-0.22742403,-0.10440883,-0.55641896,0.17519815,0.0043625534,0.42895123,-1.9244941,-1.6557686,0.6628315,-1.6656921,-1.3688171,-0.48709458,-0.38343284,2.3997464,0.75978994,-1.8000643,0.90955424,0.83770883,0.054867208,-1.3183752,-0.3337625
0.76926357,0.5007326,-0.47802752,0.12961373,0.7914176,-0.73787284,-2.3646903,-1.489238,-1.1000301,-1.8634511,0.3143602,0.5294397,0.25255194,0.92346764,-0.6743597,-2.461286,0.24438667,0.77355725,-1.6733271,-2.1197157,0.29255766,-1.0746218,0.3862376,0.8228637,-0.5163498,0.2074117,0.0007232651,0.64873976,-2.0422797,0.60646474
-1.4925604,0.57732356,-0.022837684,0.960201,1.7466687,0.7645944,0.07804793,0.31933266,-0.52362347,1.1275488,-0.9466887,0.58281726,-1.9422864,-0.76293045,0.021864153,-0.4525211,1.2505805,0.50654817,0.89496994,-0.8859719,0.13833407,-0.70569384,-0.74421585,0.23910385,0.3640962,-0.5247704,-1.8397325,-0.60744697,-0.7639634,0.05063933
0.7503005,0.80279076,0.58029944,-0.064422056,-0.52866524,-0.31722486,0.34458536,-1.3073518,0.83024096,0.58967686,-2.1899323,-0.25692964,1.1274054,0.010951728,0.7518164,-0.18525158,1.3992525,-0.2777732,0.09407733,-0.5246893,-0.30187708,0.6942359,-0.25774765,0.62756044,-0.03879007,0.13016021,-0.48424995,0.08069871,-0.00025619566,1.0468913
1.0431533,-0.02739171,0.30039805,0.401152,1.1735241,0.20597558,-1.0426054,-0.68081367,-0.54511714,-1.4548544,-0.72846574,0.9747082,0.61594,0.3902159,-0.7178417,-0.44923234,-0.09927383,1.0984647,-0.8259508,-0.45835492,0.07903327,-1.2826409,0.26949853,1.5479188,-0.26295823,0.71152425,0.38905436,-0.0564072,-1.6493943,0.5610415
-0.31350067,-0.6346879,0.95273334,-0.29420257,-0.051308736,0.254026,-0.34436345,0.4045084,0.048909307,1.5730304,-0.7638285,-0.33595702,0.234725,-0.2588774,0.5617413,1.2580464,1.2042563,-0.7118507,0.6696176,-1.0071095,0.32574585,-0.12024533,0.82087713,0.13013303,-0.28670803,0.07381576,-0.55313474,-0.048070088,-0.93053424,0.25870755
-0.5836657,0.00608819,0.275329,-0.8362718,0.24307492,0.8656185,-0.04598157,-0.9529609,0.28039613,1.0365855,-0.8961722,-1.5686702,0.2904302,-1.0026798,0.3817911,-0.04609014,0.9505611,-0.7211518,0.22411564,-0.6570056,0.19924024,-0.041440837,1.6373229,0.25063273,-0.494207,-0.9889225,-0.6845923,0.562169,-0.15379794,0.17761587
0.6333136,0.17811188,0.6212952,-0.04391317,0.30564946,0.04554043,0.3410845,-0.0794424,-0.01989527,0.8141061,-1.7996176,-0.04880888,0.94738865,-0.08302903,0.9285298,0.2609725,1.2696427,-0.9617764,0.45380005,-0.23206809,0.21068174,-0.06334731,0.16448072,0.6833658,0.28891125,0.021305814,-0.24461627,-0.29371846,-0.4119749,1.0509678
-0.012799054,-0.6097323,0.010207102,1.2772576,1.0065734,-0.3496233,0.61319196,-1.229381,0.4136707,-1.8035518,-1.3618901,0.5073953,0.7756486,1.7571979,0.5132925,-0.08816087,1.1589093,-0.17139627,-1.3198085,1.260548,-0.8033884,-0.22582471,-0.97248226,1.4877663,-0.65564346,2.4303908,-0.71203834,-0.3255527,-0.9899471,-0.42798406
1.7752779,0.36394963,1.6689007,0.7680845,0.8490899,0.012905231,0.086493045,0.7798351,0.06827578,-1.6676835,-1.4990505,1.1849351,0.26679963,1.0377271,-0.79513353,-2.0341835,-0.6349922,0.30262578,-0.3572192,-1.9906279,-0.22835869,0.15087315,0.25586048,1.8179984,0.19201201,1.1401371,-0.4702955,-1.2433828,-0.89168763,0.5160486
1.6359019,0.52231836,1.4045187,1.3840032,1.4846685,-1.3026744,-0.4949088,-0.38515073,-0.30028942,-0.72192585,-0.3967209,1.0627551,0.46937308,-0.12360412,-0.6235925,-0.49081355,0.22197637,1.4066448,-1.034396,-1.5997785,-0.43038523,0.28273597,0.6012338,1.4869218,0.09156688,1.7234157,1.0658349,-0.6113222,-1.6551716,1.2426293
1.9817337,0.5685677,0.91403407,1.9618894,0.6990476,-0.08450735,0.18033072,0.5581968,-0.5424235,-0.63033426,-1.7801232,1.2274373,-0.19497365,-0.429605,-1.247959,-0.8083001,-0.10797332,-1.142926,0.65057456,0.80672705,0.34961444,-0.74747044,-0.22155315,1.2895808,1.1722312,2.0920312,-0.55982316,-0.8003837,-0.16419496,0.20344086
1.1676121,0.32197174,0.77916294,1.0633934,0.32544768,-1.1293324,-0.24863298,0.0522829,-0.75392973,-0.6615319,-1.0544988,2.0313714,0.6480504,0.80513656,-0.72109437,-0.10217722,-0.12864597,1.5246662,-1.2710451,-0.1307657,-0.9799501,-0.3646958,-0.59027094,1.6981013,-0.26367304,2.206275,1.0186327,-0.30970412,-1.2250266,0.34921357
1.538206,1.5230482,0.47506493,0.21239778,0.28057003,-1.9190104,-1.1503589,-0.8520629,0.0063557588,-0.81470525,-1.6550152,1.6979965,1.1178069,1.6845376,-0.091228396,-0.8779114,-0.17225793,-0.27385712,-0.09682948,-2.372597,0.96752495,0.66926026,0.46047828,1.4479864,0.11622805,0.80257237,-0.5624759,0.09185071,-0.78248906,0.41742855
1.3554587,0.8285504,0.56008554,0.9124806,-0.19865595,-1.2879934,-0.6982136,-0.28528017,-0.83209205,-0.37316144,-1.6086183,0.2837819,1.7990534,1.295311,-0.0018270239,-1.5431786,-1.2356375,0.34082615,-1.5752512,-1.458963,-0.01078894,0.28343415,-0.72446156,1.8251956,-0.9965918,0.7119777,0.26385733,-0.095958814,-0.7929571,0.72414416
1.1113694,0.83522487,0.4524331,-0.18871076,-0.277794,0.02139335,-0.89524674,0.261665,0.038386732,-0.5564167,-1.2012713,1.6016935,1.2201235,0.7994398,-0.6888853,-0.37706965,-0.8833561,1.4117948,-2.0171218,0.37230876,-0.20560414,-0.5509016,1.1031616,1.4559879,-1.3643956,1.730966,0.96650493,0.060952917,-1.9272579,0.59047115
1.091873,2.1386662,1.3411535,1.1016366,0.45017558,-1.2174178,-0.60713327,0.09706721,-0.7267449,-2.0549629,-1.1446736,0.83868325,1.9327431,1.0121955,-0.3968662,-1.0512366,-0.49322134,1.2965541,0.2086128,-1.7033647,-0.17007759,0.49667498,-0.024100363,1.365459,-0.10615898,0.05516684,0.012126807,-0.12245922,-1.5737598,0.28623903
1.772828,-0.020183101,1.0796546,0.82634485,-0.89069396,-0.9890523,-0.015202805,-0.5866385,-0.60794914,-0.84726274,-1.4991947,0.2874967,1.8374715,1.1527308,-0.03258735,-1.4115841,0.21825898,-0.06880884,-0.008105107,-0.9755199,0.8945158,-0.53843534,-1.2846677,1.467345,0.029525377,0.43930683,0.27380124,-1.4589366,-0.7477816,0.55291486
1.3450967,0.26111263,0.9942042,0.8400279,0.6678543,-1.6571081,0.18390867,-0.037606947,0.31320095,0.4324006,-1.4803107,1.7990304,1.4205323,-0.42929214,0.25782222,-1.0813636,0.6510358,1.0437629,-0.28072762,-0.053372055,0.63960576,0.79121065,0.43832317,2.2640667,0.22825545,1.6397535,0.44318464,-0.4481582,-1.8030664,0.98327184
1.5530757,0.64721817,0.50652015,1.5428512,-0.21984036,-0.63065934,-0.5571386,-0.45538664,1.178278,-1.078349,-0.69551075,2.2445168,1.412927,0.89563715,-0.30858433,0.62266326,0.029477559,0.13366853,-0.04837848,1.3683184,-0.66257983,0.24820936,-0.8649319,1.5407836,0.7601465,0.37599137,1.3668672,-1.0741112,0.37666208,0.6247478
1.3594303,-0.8642185,0.2966783,1.6084203,0.62957436,-0.7771137,-0.30202675,-0.6884323,0.081797786,-0.5744083,-2.4430923,1.374752,0.87368655,0.8741769,-0.25246367,0.8203829,0.30481344,-0.4856879,-0.5291965,-0.16633089,0.2232705,-0.18256825,-1.5198975,1.7269337,0.25321224,1.7439384,0.39436144,-0.35746646,-1.0078202,-0.06354219
2.6977627,0.6423178,1.2589114,0.4576459,0.38538155,-0.87761974,-0.08365615,-0.6888348,0.42299047,-0.31016165,-1.2622452,2.2840583,1.5506858,0.75942343,-0.28162462,0.5003471,0.00064156204,0.17932707,-0.66226774,-1.0320132,0.101454295,0.30669424,-1.0572572,1.7361732,-0.48124713,1.484387,0.04799556,-0.8664859,0.023785815,-0.49951792
1.6121457,0.7767357,1.038306,0.5340177,0.45853847,-0.49753362,-0.16913238,0.82154834,-0.71229684,-0.96676016,-1.8807946,0.17234832,1.6040279,0.78340137,-0.15721485,-0.5165328,-0.78892237,0.06300433,0.5304853,-1.1492344,-0.1261836,0.4504533,0.10323434,1.7971997,-0.31119314,1.7900122,0.57334256,-0.37143272,-2.0857518,0.37767315
0.5885335,-0.4718077,0.6553517,0.9703942,1.5987425,0.31891945,-0.76094675,0.73783267,-0.67866886,-1.2010027,-0.2331817,1.4511746,0.6057141,0.53173244,-0.9086171,0.8527964,0.42627594,-0.16804859,0.06529572,0.93664646,0.5510734,-2.1115906,0.19742817,0.68309736,0.9761372,2.1802363,-0.27903694,-0.5714447,-0.8654468,0.9494222
1.5515077,1.1778204,0.523019,0.06306593,1.2696471,0.46858448,0.3163813,-0.373609,-0.011690117,1.4991978,-1.8396254,1.1843805,0.78854525,1.6777382,0.5942705,0.22119446,1.354705,-0.62743896,0.027311258,0.3541774,-0.09694942,-0.46329463,-1.0320385,1.0417621,0.7669912,0.64460313,0.72277445,0.7086162,-1.0331408,0.6772936
0.95321035,-0.40858218,1.7471863,0.6911074,-0.005818492,-0.51722425,-1.694899,1.3226969,0.7572515,0.0403603,-1.5833915,1.7640764,0.68696153,-1.0708189,-1.220804,1.0336204,-0.12936346,-0.302515,-0.00018955022,-0.25599816,0.4258468,-0.0051721595,-0.8504724,1.1921709,-0.03929507,1.7739805,0.328466,-1.6315271,0.09715381,0.2152594
0.73456097,0.73917216,0.36068982,2.0823376,1.0399357,0.15344475,0.42562917,-0.027048796,0.6599132,0.18682182,-0.47436917,3.2039406,0.47159386,0.60148406,0.13528231,0.3378693,0.38470268,1.3799841,0.9242294,1.166574,0.84736305,-0.61508954,-0.9942929,1.3533714,1.1315142,0.053307593,1.1776004,-1.7612339,-0.48935932,-0.29317313
1.2135826,0.6832531,1.7192019,0.11780138,0.91987276,-1.5819157,0.12592378,0.85867125,-0.15799645,-0.10424139,-0.15888317,1.5163503,1.3436075,0.2550261,-0.25041655,0.8744546,0.32001895,-0.66029596,-0.6462504,1.4009135,0.00891307,-0.15460214,-0.61209553,2.0958917,0.54147035,1.494893,0.6397024,-1.1958967,0.07659845,1.1286286
0.25021127,0.30209324,1.1632216,0.4223225,1.2325828,0.47756165,0.6313236,-0.33496368,0.21762617,0.33182445,-0.9836145,-0.5494758,1.1771641,-0.873851,-0.050025754,-1.5919465,0.9678398,-0.5079415,1.2654209,-1.3631228,-0.099220164,0.4848933,0.13959667,1.4833941,0.5410647,0.96781385,-0.74141264,-0.23307364,-0.41840744,0.5887824
1.2741721,-1.1229292,0.42642742,0.38240433,-0.65373325,0.5417289,-0.606562,-0.19066629,-0.42453593,-2.739495,-0.6277112,-0.051401764,2.4479644,-0.1922456,-0.15950821,-0.7521532,0.6167899,0.20888059,-0.6066803,0.697736,0.044978343,0.78413403,0.92448586,0.080262914,-0.64979106,1.2612166,1.7778242,0.13217719,-1.1626577,0.7426411
1.4205248,0.15339449,0.31057918,1.2141329,0.46573406,-1.0757343,-1.6873417,-0.9266791,-0.0008600708,-1.289997,-1.2352996,0.43996918,1.1541508,1.4096179,-0.12955326,-1.2296534,-1.3726251,1.1162653,-1.6302556,-1.3711905,-0.19664505,0.036681805,-0.032797515,2.2476323,-0.015600942,0.24951088,0.60798657,-0.41340894,-1.7559525,0.23234287
0.9715283,1.157677,0.58209366,-0.06080912,0.100994945,-1.2797108,-1.3097256,-1.2115902,-1.1862084,-1.3445143,-0.48501527,1.761246,0.79834473,1.2290688,-1.0135134,-1.4981915,-0.85808617,1.031416,-1.6740353,-1.4573637,-0.061526172,-0.6723906,0.22663672,1.8864453,-0.37961084,0.9607365,0.03224729,0.19327958,-1.6784763,0.57885057
1.4079221,0.5829778,1.2111326,0.75326455,1.3327788,-0.48854312,-0.9708916,-0.10891119,0.62685704,-0.6674243,-1.0412573,1.7375252,1.6483189,1.4947131,-0.59107554,-0.48907256,-0.1645722,0.15701993,-0.64990723,-1.407566,0.900527,-0.75058806,0.112470135,1.729392,0.2612354,1.429623,0.3241462,-1.1173122,-1.7304662,0.6490148
1.7378776,1.5018026,0.36405605,-0.025697693,0.6894082,-0.6236574,-0.33636516,-0.49372393,-1.5290285,0.65219104,-1.5852177,0.40149164,1.8469913,0.7113828,-0.16895373,0.89555234,0.6040535,-0.6472265,-1.474675,-0.7886902,-0.6398644,-1.3063425,1.085974,0.12193754,0.41124728,0.49560985,-0.16041172,-0.10855214,-1.4096152,1.1925807
1.0506213,-0.9565596,-0.301534,1.433953,0.49434423,0.17265321,0.6749482,0.41182142,1.1299101,-0.9007776,-1.688669,1.2911617,1.697126,0.43255514,0.2889622,0.467533,0.17576998,-0.9668387,-0.2222591,1.2626786,-0.04683546,0.7080235,-0.5855855,0.63165426,0.67421776,1.3150859,1.8405277,-0.75619346,-1.1992973,-0.08300817
1.8643345,-0.31681657,1.7502825,1.2293156,0.75050116,-0.5881449,-0.72040856,-0.067108534,-0.7862092,-0.25382444,-1.2569032,0.8121106,1.3596534,0.9419774,-1.0962448,-0.24252601,0.30226427,-0.48227555,-0.57060456,-0.5991278,1.6709944,-0.86643153,1.56675,1.5679157,-0.12488458,0.91256475,0.07754516,-1.5603782,-1.0358415,0.9302945
-0.22075316,0.1738514,1.0329093,1.5178428,0.14527705,-0.87834793,0.061406255,0.12838756,0.36702386,-1.3073112,-1.1016237,1.1967036,1.3570364,0.6231773,-0.20987454,-0.35981995,0.31038296,1.4670098,0.061644904,-0.6473649,1.8207116,0.77670646,0.27875683,1.766711,-0.48072678,-0.27660915,-1.3274641,1.8912283,-0.6282098,1.5035274
1.7055247,1.1852468,0.46691453,-0.13359381,0.9565774,-1.7973527,-1.0283035,-0.7492713,-0.14967424,-0.2062664,-0.8077526,1.2424519,1.2404436,1.7686274,-0.53768957,-1.6775162,-0.32197613,-0.21621296,-1.1050116,-0.1935587,0.44082072,0.6110875,-0.91390145,2.4670138,0.54516286,0.5761794,-0.9076751,-0.66240484,-0.81525004,0.7242152
2.2711275,1.7307241,0.027655028,0.45946383,1.1713477,-0.63663536,-0.3300364,-0.13694139,0.89395356,-2.0308213,-1.1009142,0.7936447,1.803147,1.0780373,-0.5511502,-0.008142844,-0.85682356,-0.16112994,-0.49067807,-1.2749708,0.14658624,-0.10791575,-0.21661568,1.5535631,0.3426519,0.7657105,1.0259432,0.28234005,-1.7807359,-0.25424784
