f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30
0.11843839,-0.28579962,0.50161606,-0.5599296,0.38021994,1.0053353,-1.2311373,-1.311775,-1.7811223,-2.216391,0.5181741,0.35638472,1.3191125,0.41623816,-0.2459302,-1.1375041,-0.8082359,0.5670496,-1.0842334,-1.4299301,0.2648322,-1.161447,1.5735154,1.0017886,-1.0705546,-0.45794484,-0.4765732,0.45296824,-1.3270174,-0.062587336
0.5881101,-1.29347,-0.2911467,0.57838136,-0.05094707,0.86435276,-1.12113,1.0343249,0.24161266,0.22839332,-0.9863952,-0.6277854,1.3453412,1.1563971,1.16499,-0.5773084,-0.58741266,1.2831556,-1.1479436,-0.82976437,0.45949906,-1.0414237,-0.40206748,-0.26969612,-0.25059596,0.17828658,1.6195338,1.6744012,-1.1288775,0.38014823
0.58393246,0.09244177,0.942446,0.17384973,0.86758256,1.5154724,-1.2653159,-0.7982155,-0.8685477,-2.7636538,0.5414832,0.3318405,0.25605738,0.029666966,-0.34431094,-1.8079653,-0.73265505,0.81744796,-1.7947247,-1.1410756,-0.23100892,-0.6913113,1.8889937,0.80653775,-1.243788,0.5043788,-0.21773265,0.8911107,-1.1221981,-0.36460245
0.19583263,-0.84663665,0.7285545,-0.20761265,0.95505756,0.11324665,-0.8828468,-1.8216529,-0.6673445,-0.96119004,0.5870856,1.6024089,0.5091263,0.57266665,-1.8244437,-2.687223,-0.56586516,1.1054338,-0.6894497,-1.698413,-0.20270443,-0.9083667,1.6605778,1.3101462,-0.5434121,-0.3317398,0.04777939,-0.16673557,-0.56833607,-0.273824
0.94565314,-0.8402594,0.5813857,-0.5252522,0.19002363,1.1893588,-0.6438992,-1.2859333,-1.0797628,-2.3550296,-0.3563934,-0.6852405,0.45060718,0.43513763,0.069512315,-0.7617359,-1.1501092,1.2903146,-1.9596093,-1.254565,0.08226314,-1.571033,1.6754208,1.7447861,-1.5747077,-0.48891416,0.17237726,0.61015695,-0.9803774,-0.1409101
0.9096767,-0.674458,-0.79225045,0.25637236,0.61104727,1.394096,-1.2389706,-1.7728566,-1.3039311,-2.1074414,0.5948651,0.40681106,1.4783493,-0.3388434,-0.43020537,-1.124983,-0.8030089,0.6613795,-0.57720804,-1.4881374,0.19778234,-0.3671676,1.5127268,0.90064186,-0.8144057,0.6484314,-0.29071912,0.11243012,-0.5652198,-0.29486257
0.8162292,-0.25533375,-1.0004078,0.8785921,0.15158778,-0.27239248,-1.3577511,-1.5183173,-0.47177088,-0.2346696,-1.0047345,0.27367663,1.2057558,0.8915511,0.13141377,-1.0635369,-0.4713627,1.939387,-1.076269,-1.9917125,0.04736738,-0.9859179,1.9647002,1.6319618,0.111322045,-0.3442174,0.40865728,0.037462547,-2.0323064,-0.5932192
-0.38381752,-0.21075684,0.5256758,0.67773676,-0.385745,1.8921,-1.5204713,-0.0601332,-1.581849,-1.0228208,0.37868285,-0.71890616,1.1354953,0.6554863,0.7906223,-1.1991137,-1.4782246,1.125463,-1.517304,-0.34139442,-0.66272914,0.02294996,1.2181224,1.4524535,-1.3262682,-0.37850538,0.515684,0.5370617,-0.9552826,-0.561008
-0.05401328,0.033796012,0.010096341,0.48541236,0.5045544,-0.3618707,-1.4128289,-1.7954198,-1.3314929,-1.6704994,-0.14847729,0.7582014,1.0022275,-0.004947979,-0.8572558,-1.866362,0.17459406,0.76013035,-0.79018766,-2.1594868,-0.12926768,-0.7362949,2.2960737,1.3010514,-0.37150094,0.19884208,-0.0026148185,0.19934644,-0.8999661,0.40263575
-2.2191343,-0.065513045,0.13398483,0.56087375,1.3000934,1.0023373,0.24592727,0.6430674,-1.7369905,0.12453212,-0.43648684,0.0760447,-1.5169461,0.5764961,0.0040671714,0.014771692,0.81452626,-0.6257401,0.41986752,-1.4270159,1.0192902,-0.64055717,0.66576415,1.6023055,0.63075244,-0.2693179,-0.83569497,-0.18465151,0.39249042,-0.09783502
0.77451825,-0.4729038,0.18490487,0.62227213,0.35288274,-0.45522,-0.21018931,-0.246265,-0.97971195,-0.23998734,-0.5146326,-0.06480277,0.8737409,0.24287644,0.71857464,-0.21101817,1.0355428,-0.128552,0.54977816,-0.8737364,-0.39320588,0.08789475,0.08265488,1.1951679,1.1545069,0.15415677,-0.5644122,0.3246506,0.59809583,1.2208028
0.90766203,0.110575646,0.38729125,0.7305784,0.8732101,-0.17475964,-0.54256773,-0.57499903,-1.1179398,-1.3243564,-0.7802396,1.0761993,0.41847086,0.22509745,-0.70832205,-0.41003847,-0.39859176,0.97700584,-0.6224418,-0.86863816,0.27194923,-0.8224629,0.94443613,2.1388125,-0.47111222,0.4814237,0.15218142,-0.72760487,-1.0638125,0.14914982
-0.78305215,-1.3541117,0.05102375,0.051193118,-0.0019517243,0.46037707,0.09820783,0.61525244,-1.702358,1.2429576,0.65963167,-0.5329291,-0.02341482,0.39010894,0.33479604,1.2353107,0.9132022,0.42264032,0.9318178,-1.5718359,-0.5457466,-0.3439217,0.41132802,0.82578087,0.17915791,-0.27733195,-0.78272164,1.2037756,-0.74029565,-0.21306396
-1.2128495,-1.0990287,0.26018873,0.1383049,0.4841802,1.1647729,-0.29890484,-0.24179453,-1.8564026,0.578143,0.7865845,-1.8273573,0.49327734,-0.25145975,0.5495772,-0.09670881,1.0320953,0.13359395,0.74778897,-0.7055795,-0.45091337,-0.28073403,1.7551534,0.830449,0.76582646,-0.932227,-1.0332104,1.7018101,0.53499234,-0.08614816
-0.10316954,-0.61657596,0.4279449,0.350648,0.73473865,-0.024565917,0.38721094,-0.093130834,-1.3091105,0.47478276,-0.46320206,-0.5656688,0.788085,0.93989766,0.57627803,0.4752454,1.1124358,-0.19707902,0.8395248,-0.42722315,0.024994493,-0.26370057,1.033289,1.2510521,0.87884533,0.5103128,-0.425706,0.4741946,-0.37043175,1.0406445
0.9425518,-0.7955134,-0.28569144,1.736732,1.4582192,-0.6061177,-0.023704194,0.15407175,0.015351839,-1.847771,-0.519266,1.235184,0.16897921,0.85431916,0.48496622,-0.662681,0.20963298,-0.9586963,-1.6424565,-0.17234035,-0.36583194,-0.57641006,-0.8990596,1.305455,-0.17737305,1.0574201,-0.84216213,-1.7269753,-0.85633916,-0.051376652
1.5313556,0.37826303,2.0180929,0.63192594,0.5073918,0.52590454,0.7622338,0.14599192,0.09727521,-0.8619376,-1.548022,0.7688646,0.79067874,1.1592587,-1.0151416,-1.1345325,-0.9153748,1.0110596,0.14322242,-1.6940275,-0.06468861,0.17132007,-0.00050374866,1.5442525,-0.6469536,1.149777,-0.9195154,-0.66900796,-1.5235933,0.47018427
1.7694426,0.33329055,1.4833524,1.2015369,0.96936214,-0.8553896,0.013157305,-0.32626623,-0.73333526,0.1342481,-0.5982613,0.8903853,1.0152576,-0.4808986,-0.8357717,-0.22664168,0.06345399,1.5608615,-0.3572296,-1.5214856,-1.2176874,0.54508066,0.62253076,0.83289254,-0.5846671,1.469316,0.15053013,-0.75015116,-1.5548279,1.1801428
1.3690785,0.568475,0.9968663,1.772609,-0.17611744,-0.32231012,0.7262788,-0.13060576,-0.29557276,0.68705875,-1.4827323,0.32782847,0.080316946,0.6190436,-1.3386854,-0.1841436,-0.20210423,-0.6177309,0.8771994,0.8202151,0.29476297,-0.50274736,-0.22082719,1.4229805,0.10764119,2.254624,-0.50749195,-0.76353437,-1.0860089,0.1935666
1.4371998,0.02191627,1.0809747,0.8873541,0.2572447,-0.96559536,-0.21159369,0.34782863,-1.6432866,-0.4665635,-1.034034,2.034773,0.5202248,0.39197624,-0.6374846,-0.43736714,-0.4551798,0.9994734,-0.78312445,-1.0164927,-0.64331985,-0.3602527,-0.3668068,1.7303004,-0.106948644,1.494075,0.3983514,-0.60568917,-0.94401866,0.47404575
1.6989249,0.9661603,0.7272343,0.55064446,0.35235775,-1.5463053,-0.8034238,-0.9610463,-0.15717894,0.22252111,-1.2834733,1.1693559,0.9994761,1.2042238,-0.37366363,-0.65530723,0.067921214,0.6549284,0.35687912,-2.0193665,0.30454767,0.8634692,0.30761436,1.4321887,-0.58801055,0.81234276,-1.2367327,0.25101265,-1.0468844,0.7866059
1.350904,-0.08987266,0.9244393,0.87661606,-0.30072898,-1.1546098,-0.30978996,-0.6110004,-0.83339494,-0.26421285,-1.4553128,0.6760576,1.8384917,0.91510266,-0.37843117,-1.2941687,-1.3062805,0.54160815,-0.5053817,-1.6071167,-0.4850966,-0.27724063,-0.4716658,1.535053,-0.8812363,-0.23966444,0.08920691,0.42799062,-0.72796696,1.0147852
1.6114695,0.18888763,1.2954823,0.11442796,-0.19194837,-0.3440914,-0.9319466,0.76405317,-0.8000527,-0.3307347,-0.5718485,1.8208791,0.78400195,0.37384063,-0.1481302,-0.8695869,-1.1799016,0.99251217,-1.418787,-0.30688357,0.004677221,-0.7900787,0.6241478,2.0372186,-0.5189979,0.61812556,0.24272004,0.22064109,-1.83712,0.47954118
0.86598617,1.634731,1.565809,1.0817688,0.017005235,-0.94262725,-0.27467066,-0.10910045,-1.2785826,-1.5522137,-1.4729035,0.9514979,1.7516531,0.20955977,-0.6977279,-1.1809304,-0.38817054,1.4176382,0.977078,-1.6371764,-0.35215408,0.25997356,0.13044924,1.2547318,-0.38534206,-0.39798054,-0.590937,0.14238727,-1.5969992,0.32194382
1.2949944,-0.43739772,0.6971066,0.6205493,-1.0330154,-1.2991627,0.9479284,-0.90230256,-0.08697462,-1.0708936,-1.3242605,0.4596479,1.4966578,1.2628545,-0.6499062,-0.76091397,0.10722701,0.35186923,0.6772727,-1.2806908,0.30630082,-0.25225854,-0.23366082,1.3381582,-0.7484058,0.85917354,0.093459345,-1.2642151,-0.6037749,1.2276434
1.562752,-0.5981853,1.4413108,1.1693655,0.19524044,-1.2425871,0.5804732,0.026617035,-0.48827255,0.8853101,-0.98644745,1.7549922,1.1408784,-0.6134228,-0.13714962,-0.48112145,-0.011955261,0.91803354,0.07289058,-0.67621315,0.2655607,0.7901768,0.53174305,2.1829815,-0.012881562,1.098135,-0.3266289,-1.0041333,-1.8560454,1.1513184
1.6575546,0.22161797,1.33329,1.4565945,-0.18125628,-0.72777563,-0.55805826,-0.70066893,0.63097525,-0.7812954,-0.19206695,1.6330733,1.4659822,1.2554183,-0.49071065,0.632712,-0.010562375,0.61802757,0.39837176,0.46370205,-0.1733492,0.13128361,-0.7947883,1.95083,0.87443495,1.5212177,0.55213726,-1.2712694,-0.41262388,0.4783889
1.7501482,-0.76852953,-0.11426185,1.4986005,0.34867573,-1.0305073,0.08503339,-0.4841144,0.0517454,-0.6356115,-1.7140715,1.0471742,0.13123947,0.9876031,-0.6772642,0.8124587,-0.27989596,-0.41187602,-0.7811564,-0.57579887,0.20064855,0.21380271,-0.85801166,1.5464671,-0.50679004,1.6639981,-0.013135456,-1.3590652,-1.4644907,0.5980087
2.221648,0.49018613,1.5392382,0.44126755,0.018894501,-0.8291209,-0.24963927,-0.27618316,-0.14240794,0.081417695,-1.4575866,1.588614,1.5207281,0.9934589,-0.21240185,0.3181688,-0.07322864,0.2680245,-0.49768066,-1.4341452,0.1768201,0.22658154,-0.9484624,1.3570753,-0.75211847,1.7027613,-0.74893343,-1.5087425,0.08761134,0.1674188
1.9597763,0.5738101,1.2330796,1.016332,0.40488273,-0.3914756,-0.16957955,0.9409606,-1.1950469,-0.5630578,-1.56665,0.19509616,1.2043947,0.6097778,-0.023334358,-0.5888246,-0.8415718,0.24153037,0.562171,-1.1344124,-0.09968441,0.5257927,-0.20831835,1.7808118,-0.63507843,1.1465853,0.048776366,-0.17245544,-2.1637864,0.64964193
0.684446,0.25154284,0.22266987,1.029083,1.208258,-0.016374681,-0.1382848,0.031098194,-0.83800954,-0.35484692,0.2614358,1.2218864,0.026922047,1.0999563,-0.5376003,0.9473612,0.0612479,-0.07987581,0.41773486,0.3147737,0.45683998,-1.051202,0.75948554,1.4881303,0.22718549,2.0619018,0.016837753,-0.69594216,-1.2008312,0.16904871
1.2299834,0.21033457,0.8832462,1.004107,0.67872924,0.3621446,-0.13002962,-1.0345438,-1.5137602,0.8294945,-0.5485154,0.54447615,0.51429605,1.3405664,0.85064465,0.30691457,1.3883398,-0.80233526,0.20869054,-0.5285784,0.7358615,-0.954951,0.13421512,1.4305674,1.6248868,0.774063,0.25534463,-0.04705675,-1.419332,0.81463456
0.44652545,-0.69414127,1.5888978,-0.03721112,-0.088842526,-0.5547958,-0.27341276,0.7793233,0.60868,0.72021437,-1.8778687,1.0572445,0.58956325,0.2576696,-1.2610297,1.2526522,-1.0682871,-0.30021763,0.83567226,-0.35097674,-0.09738548,0.07859999,-0.37543243,1.461161,-0.2847511,2.118916,0.12610802,-1.3450931,-0.20313519,0.1646048
0.3417742,0.6351602,1.1883061,1.7615786,-0.26296258,-0.23870304,0.5998395,-0.82772034,0.0063188523,0.7659619,-0.17950623,1.6929805,0.6375201,0.885408,-0.34364617,0.7163087,0.9458296,1.2517838,0.93279845,0.009824008,1.3684113,-0.22872607,-0.92514414,2.1218295,0.34916487,0.7344407,0.627549,-1.591051,-0.7015372,-0.15199567
1.0580932,-0.025939733,2.3002088,0.14254719,0.97822934,-1.320004,0.08057466,-0.17212376,-0.6035404,0.6316553,0.35673213,1.319749,1.4344426,0.6982661,-0.07160816,0.879704,-0.22010477,-0.48822862,0.7033007,-0.0286064,-0.11368185,-0.6844152,0.028753921,2.080205,0.69759774,1.7972301,0.018619634,-1.1125444,-0.40233767,0.6314307
0.32621527,0.08480713,0.69219434,0.76844394,1.1836241,1.2150022,0.48083994,0.78402126,-0.96842086,0.04090548,-0.77186424,-0.68037105,0.8453016,0.33708087,0.07747894,-0.6324135,1.0216058,-0.028125048,0.9372135,-1.4538496,-0.14134593,1.0863286,0.7246794,1.7501147,0.64565897,0.6451956,-1.0496972,-0.75712687,0.5561355,0.99003786
2.3732638,-1.1428785,0.55143666,0.98353523,0.14385787,-0.0006067492,-0.38236222,0.12607384,-0.7598417,-2.845139,0.48356998,0.72641027,1.5208501,-0.23330975,-0.20420527,-0.47877154,-0.11674641,0.62852305,-0.29824775,0.09802401,0.58902603,0.4315543,-0.14200449,1.1991241,-0.21855399,0.9041681,0.92025197,-0.26737452,-1.43271,-0.10144399
1.1171904,-0.34259883,0.83596045,1.4345702,-0.11867289,-0.8846567,-0.83128214,-1.0069356,-0.2863397,-1.1311435,-1.3308644,0.4553854,1.5251838,0.655176,-0.7842704,-1.0525604,-1.4577777,1.513143,-0.94237024,-1.7366089,-0.38746542,-0.04525305,0.29174912,1.9504161,-0.27042326,-0.1506651,-0.12636304,-0.5250781,-1.6773114,0.5485586
0.7537261,0.7259859,1.0510087,0.079032585,-0.19906418,-1.1556705,-0.63022286,-1.164061,-1.3540691,-0.7177053,-0.6706209,1.6456962,0.95875084,0.5047374,-1.1491196,-1.5802273,-0.77495676,1.1607611,-0.87763333,-1.755591,-0.51571465,-0.39157096,0.6977773,1.7352161,-0.37812027,0.46423686,-0.5868524,0.30933088,-1.2129284,0.6827176
1.1908946,0.73553336,0.9977355,0.86279136,0.6651792,-0.3042214,-0.2994024,-0.48735616,0.16257432,-0.17760214,-0.9847693,1.3301275,1.3359838,0.96651375,-0.6151175,-0.047073327,-0.43286598,0.39976645,-0.06288251,-1.9001939,0.4248402,-0.145943,0.8001663,1.7421554,-0.5093961,1.1685487,-0.27475032,-1.5709821,-1.9169612,0.8743792
1.8403554,1.0277928,-0.044727206,0.09271248,0.4801132,-0.90159446,-0.50550234,-0.46010116,-2.0275254,0.38448417,-0.83050925,0.27080947,1.3597333,0.85968983,-0.10350871,0.86010045,0.99427485,-0.010943249,-0.98233,-0.64247346,-0.447701,-1.3194885,1.035404,0.5129797,0.42583886,0.60201395,-0.72169536,0.14005996,-1.810623,1.4676725
1.192656,-0.6042882,0.12143713,1.48972,0.8404539,-0.28728524,0.52990514,0.49611515,0.97376406,-0.30416784,-0.7130864,0.40741318,1.4924461,0.56027037,-0.45160392,0.48853412,0.12600888,-0.4321705,-0.26155388,0.5778887,0.75980747,0.24391021,-0.2156395,0.94563496,0.82073534,1.5607781,1.4469931,-0.783017,-1.6890343,0.1658764
1.6482706,-0.11783883,1.4503865,1.2118244,0.032176003,-1.0538015,0.25890127,-0.37109232,-0.8612295,0.091510296,-0.8460069,0.22212213,1.0869235,1.1332455,-1.0056154,0.032602154,-0.03480278,0.22826585,0.12653276,-0.739326,0.6151049,-0.2522926,1.6979384,1.2276951,-0.9638127,0.8313489,-0.5803507,-1.4570686,-1.2654737,1.2844626
0.40539485,-0.07446247,0.96972275,1.8505605,0.36985588,-1.0417321,0.589977,-0.020858485,-0.39034528,-1.0692772,-0.32908195,1.761001,0.45131257,-0.17182091,-0.6339332,-0.54030097,-0.537903,0.9008308,0.7374345,-0.9255277,0.80126697,0.8039709,0.81153464,1.5285621,-0.46875396,-1.1736027,-1.1762527,1.4060388,-0.10591943,1.1090328
0.9103274,-0.01078853,1.3016816,0.21964318,0.528539,-1.4334029,-0.5987365,-1.3428915,0.0976499,0.7852912,-0.8241953,1.2848685,1.5821398,1.3828057,-1.0922936,-1.3619405,-0.3796003,-0.12297349,0.08219638,-1.5019119,0.5989433,-0.27907237,-0.19472966,2.2822266,0.43134636,0.311199,-1.0196602,-0.9461871,-0.9927648,0.77228326
2.2277825,1.7881172,0.7042811,0.8833547,0.87894547,-0.7593133,-0.56647575,-0.30878666,0.720301,-0.99043256,-0.9274286,0.44379973,1.5738786,0.38271978,-0.604199,-0.3247165,-0.29154676,0.4337368,-0.24405606,-1.37602,0.21026951,-0.073631786,0.19746566,1.7680001,-0.14398476,1.1362864,0.40199324,-0.18944494,-2.2241395,-0.16863634
